var.nms,ks.pvals,a.ks.pvals,cor.pvals,a.cor.pvals,delta.median,obs.cor,r.ks,r.cor,ave.r
FreeSurfer.curvature..skew.1017,0.366850508328815,0.725124277886925,0.16659432949604,1,0.00502185032700009,-0.0860397014840272,1826,2383,2104.5
FreeSurfer.curvature..75..2013,0.366850508328815,0.725124277886925,0.75545355843004,1,0.0016292165965,-0.0194074085778856,1826,2383,2104.5
FreeSurfer.thickness..MAD.2007,0.366850508328815,0.725124277886925,0.0816610991108253,1,0.00602650642399993,0.108184328647533,1826,2383,2104.5
FreeSurfer.thickness..SD.1021,0.366850508328815,0.725124277886925,0.313777518005445,1,-0.012452140182,0.0627124447627679,1826,2383,2104.5
FreeSurfer.thickness..SD.2020,0.366850508328815,0.725124277886925,0.130847555993572,1,0.00181363306000004,0.0939391873323324,1826,2383,2104.5
FreeSurfer.thickness..skew.2026,0.366850508328815,0.725124277886925,0.0558474739008076,1,0.019636565197,-0.118743343725183,1826,2383,2104.5
FreeSurfer.thickness..kurtosis.2006,0.366850508328815,0.725124277886925,0.193664406007841,1,0.0543718219229999,-0.0808686661357835,1826,2383,2104.5
FreeSurfer.thickness..kurtosis.2009,0.366850508328815,0.725124277886925,0.183254637554398,1,0.013041641971,-0.0827899074815303,1826,2383,2104.5
FreeSurfer.thickness..kurtosis.2018,0.366850508328815,0.725124277886925,0.257192430112313,1,-0.024846711825,-0.0705211756780787,1826,2383,2104.5
FreeSurfer.thickness..kurtosis.2023,0.366850508328815,0.725124277886925,0.626007964694723,1,0.033497901766,-0.0303637030907844,1826,2383,2104.5
FreeSurfer.convexity..sulc...median.2029,0.366850508328815,0.725124277886925,0.55843959165496,1,0.00480738282199999,0.0364537156003098,1826,2383,2104.5
FreeSurfer.convexity..sulc...MAD.1011,0.366850508328815,0.725124277886925,0.712366299315632,1,0.00304368138299999,-0.0229722301852008,1826,2383,2104.5
FreeSurfer.convexity..sulc...MAD.2008,0.366850508328815,0.725124277886925,0.196889794855248,1,-0.00287087261700003,0.0802887453153354,1826,2383,2104.5
FreeSurfer.convexity..sulc...MAD.2025,0.366850508328815,0.725124277886925,0.742715956291042,1,0.003655470908,0.0204541750352914,1826,2383,2104.5
FreeSurfer.convexity..sulc...MAD.2029,0.366850508328815,0.725124277886925,0.356589369342252,1,0.00639267265799998,0.0574022129755719,1826,2383,2104.5
FreeSurfer.convexity..sulc...mean.1019,0.366850508328815,0.725124277886925,0.551728466513109,1,0.00650314372100003,-0.0370769598743119,1826,2383,2104.5
FreeSurfer.convexity..sulc...mean.2017,0.366850508328815,0.725124277886925,0.0386044757437912,1,-0.00215098450999998,0.128362736042961,1826,2383,2104.5
FreeSurfer.convexity..sulc...mean.2018,0.366850508328815,0.725124277886925,0.821969962741819,1,0.011461997802,0.0140215246650734,1826,2383,2104.5
FreeSurfer.convexity..sulc...SD.1019,0.366850508328815,0.725124277886925,0.70126318742183,1,-0.00722598114600004,0.023902617119576,1826,2383,2104.5
FreeSurfer.convexity..sulc...skew.1010,0.366850508328815,0.725124277886925,0.92147103999712,1,0.01935134457689,-0.00614327038039295,1826,2383,2104.5
FreeSurfer.convexity..sulc...skew.1014,0.366850508328815,0.725124277886925,0.125032015381374,1,0.022474765311,-0.095376606939158,1826,2383,2104.5
FreeSurfer.convexity..sulc...skew.1022,0.366850508328815,0.725124277886925,0.0393827514232558,1,0.010292528144,-0.127857240113215,1826,2383,2104.5
FreeSurfer.convexity..sulc...skew.2012,0.366850508328815,0.725124277886925,0.43131669604834,1,0.017200428282,0.0490107926524838,1826,2383,2104.5
FreeSurfer.convexity..sulc...kurtosis.1021,0.366850508328815,0.725124277886925,0.264463979843283,1,0.036053283076,-0.0694563761834832,1826,2383,2104.5
FreeSurfer.convexity..sulc...25..2017,0.345087638205847,0.725124277886925,0.172013453161639,1,-0.00638949871100003,0.0851219991486199,1826,2383,2104.5
LBS.1.1018,0.366850508328815,0.725124277886925,0.709388609946537,1,7.34526592710708e-08,-0.0232212381814542,1826,2383,2104.5
LBS.1.2013,0.366850508328815,0.725124277886925,0.459323901414906,1,1.26185711029449e-08,-0.0460880855714789,1826,2383,2104.5
LBS.1.2014,0.366850508328815,0.725124277886925,0.398612123372141,1,4.50966512411075e-08,0.0525660948231384,1826,2383,2104.5
LBS.2.1031,0.366850508328815,0.725124277886925,0.55122461222489,1,1.31845831455752e-08,0.0371239000348151,1826,2383,2104.5
LBS.2.2024,0.366850508328815,0.725124277886925,0.823072339981444,1,8.07587206669623e-09,0.0139332445982844,1826,2383,2104.5
LBS.3.1020,0.366850508328815,0.725124277886925,0.492192266734409,1,3.38151803755492e-07,-0.0427817831315742,1826,2383,2104.5
LBS.3.1022,0.366850508328815,0.725124277886925,0.971388538586708,1,2.57337055494205e-08,-0.00223513375860896,1826,2383,2104.5
LBS.3.1031,0.366850508328815,0.725124277886925,0.686085267024301,1,5.30247901506686e-08,-0.0251831310556099,1826,2383,2104.5
LBS.3.2003,0.366850508328815,0.725124277886925,0.474292114465639,1,1.69839889209712e-07,-0.0445669178844946,1826,2383,2104.5
LBS.3.2010,0.366850508328815,0.725124277886925,0.51099955517904,1,7.94449491791904e-07,-0.0409430861722272,1826,2383,2104.5
LBS.3.2030,0.366850508328815,0.725124277886925,0.14908122392652,1,2.36023166090578e-08,-0.0897294497608049,1826,2383,2104.5
LBS.4.2013,0.366850508328815,0.725124277886925,0.139232671150442,1,8.04214281444199e-08,-0.0919509362338001,1826,2383,2104.5
LBS.5.1031,0.366850508328815,0.725124277886925,0.825752942548395,1,4.75629853116184e-08,0.0137186934008763,1826,2383,2104.5
LBS.5.2025,0.366850508328815,0.725124277886925,0.831265740408687,1,7.87281503064832e-08,-0.0132779625273399,1826,2383,2104.5
LBS.6.1025,0.366850508328815,0.725124277886925,0.0422786581722068,1,1.27089566340617e-07,0.126047408290207,1826,2383,2104.5
LBS.6.2023,0.366850508328815,0.725124277886925,0.613844081492697,1,1.74002776408958e-06,-0.031437326376369,1826,2383,2104.5
LBS.6.2028,0.366850508328815,0.725124277886925,0.0606119464175825,1,2.5056104994248e-08,-0.116528906091288,1826,2383,2104.5
LBS.7.1008,0.366850508328815,0.725124277886925,0.0534962341597046,1,8.52255865487388e-08,-0.119894326034699,1826,2383,2104.5
LBS.7.1011,0.366850508328815,0.725124277886925,0.118747008068521,1,2.4546885196366e-08,-0.0969895692309897,1826,2383,2104.5
LBS.7.1020,0.366850508328815,0.725124277886925,0.202989704952831,1,7.59047066415812e-07,-0.0792106153131885,1826,2383,2104.5
LBS.7.2025,0.366850508328815,0.725124277886925,0.868890423855794,1,6.64987202558464e-08,-0.0102863782692713,1826,2383,2104.5
LBS.9.2023,0.366850508328815,0.725124277886925,0.269455970939344,1,2.26791410635727e-06,-0.0687369530792966,1826,2383,2104.5
LBS.9.2025,0.366850508328815,0.725124277886925,0.906461388622894,1,1.59406436015631e-07,-0.00732241721214051,1826,2383,2104.5
travel.depth..MAD.1015,0.993910534230483,0.999983966420484,0.0108352494006767,0.470990073477321,0.0201321500000002,0.15809083545915,3457.5,752.5,2105
geodesic.depth..skew.1011,0.902487892534316,0.999983966420484,0.0114437649600616,0.489638222152985,0.011468254958,0.156618093974325,3457.5,765,2111.25
travel.depth..mean.2019,0.990856660950784,0.999983966420484,0.0116043760049528,0.49371713015755,-0.0228911247400001,0.156318628271731,3457.5,769,2113.25
LBS.2.1012,0.902487892534316,0.999983966420484,0.0116195666335263,0.49371713015755,2.49563644776797e-08,-0.15629049434716,3457.5,769,2113.25
travel.depth..median.1015,0.981234106184936,0.999983966420484,0.011849690551749,0.498534513982257,0.0130300000000001,0.156168021017504,3457.5,778,2117.75
travel.depth..25..2023,0.933104876930091,0.999983966420484,0.0128756163001377,0.534144598451288,0.000323999999999991,-0.154365766404394,3457.5,789,2123.25
FreeSurfer.thickness..SD.1008,0.902487892534316,0.999983966420484,0.0129419488671095,0.535197053888996,-0.00249719299399997,0.153957418529555,3457.5,791.5,2124.5
travel.depth..75..2024,0.923878045800194,0.999983966420484,0.0129971836139809,0.536468078447541,-0.0544624999999996,0.154160663431647,3457.5,793,2125.25
FreeSurfer.thickness..kurtosis.1023,0.902487892534316,0.999983966420484,0.013919259317004,0.5680800995028,0.013918682218,-0.152364408334794,3457.5,800.5,2129
geodesic.depth..25..2015,0.902487892534316,0.999983966420484,0.0142369226156724,0.576885649734687,0.000904749999999982,0.1518677536288,3457.5,807.5,2132.5
FreeSurfer.convexity..sulc...SD.1024,0.902487892534316,0.999983966420484,0.0142407636449053,0.576885649734687,0.00127823984999997,0.151861808051179,3457.5,807.5,2132.5
mean.curvature..MAD.2014,0.36731763329003,0.725662026467824,0.259157751908248,1,0.024381,0.0707819074660793,1883,2383,2133
FreeSurfer.thickness..MAD.2014,0.373641376690465,0.737371841532377,0.0610712383631106,1,0.00897198915450004,0.117230963546294,1885,2383,2134
geodesic.depth..MAD.1009,0.982326323811646,0.999983966420484,0.0145499737302151,0.587231269296002,0.00136180000000019,0.151679127782434,3457.5,811,2134.25
FreeSurfer.curvature..25..1017,0.374972195882096,0.739605815843794,0.155220110656378,1,0.0013479068875,-0.0885720634228827,1886,2383,2134.5
mean.curvature..25..2034,0.376101359424255,0.741439881853857,0.609041304347955,1,0.0469924999999995,-0.0319258077158578,1887,2383,2135
travel.depth..75..1026,0.376372521299758,0.741581450866048,0.51366762104495,1,0.0898600000000003,-0.0410045917338605,1888,2383,2135.5
geodesic.depth..MAD.2018,0.37719312698304,0.742804887441456,0.78093124710776,1,0.00252250000000043,0.0174314099916308,1889,2383,2136
travel.depth..MAD.2018,0.382684433721951,0.753220155262252,0.617935071214614,1,-0.0127199999999998,0.0312577492664678,1890,2383,2136.5
geodesic.depth..75..1014,0.384178676853975,0.75536188049513,0.988183859720346,1,-0.0123600000000001,0.000930169198258726,1892,2383,2137.5
FreeSurfer.curvature..75..2023,0.387279903743095,0.761057180097367,0.707339075076477,1,0.00124817248435,0.0234383869917189,1893,2383,2138
FreeSurfer.convexity..sulc...MAD.1020,0.389748968733499,0.765100877935945,0.833288659674212,1,0.00363788567500001,-0.0132194711962894,1895,2383,2139
travel.depth..MAD.2031,0.390974071214128,0.767101025799872,0.158255407556684,1,-0.0642424999999998,0.0879284125420873,1896,2383,2139.5
travel.depth..75..2018,0.39171315699547,0.768145990523536,0.207212760897963,1,-0.20745,0.0789376342313464,1897,2383,2140
mean.curvature..MAD.2034,0.392364933711545,0.76901873203738,0.6616466193539,1,0.0419696650000001,-0.0273207557921833,1898,2383,2140.5
FreeSurfer.convexity..sulc...25..2031,0.395855281732314,0.775042972654847,0.195542336506226,1,0.00851234793700006,-0.0806864822731013,1900,2383,2141.5
FreeSurfer.convexity..sulc...MAD.1035,0.397256681995315,0.777377620737808,0.413249824335673,1,0.00455322954799997,-0.0510535135271433,1901,2383,2142
travel.depth..median.2015,0.945486059274044,0.999983966420484,0.0155235271091492,0.613226564430014,0.0400200000000002,0.14995065208768,3457.5,828.5,2143
geodesic.depth..median.1009,0.884001500470109,0.999983966420484,0.0171413781836045,0.655715780883947,-0.00778500000000015,0.148012716635712,3457.5,855.5,2156.5
travel.depth..MAD.2015,0.945486059274044,0.999983966420484,0.0174283333924026,0.663991264572216,0.0248602,0.147353282223079,3457.5,859.5,2158.5
LBS.8.2010,0.974583794438596,0.999983966420484,0.0177677565905863,0.673890941187072,7.50669129739089e-07,-0.146916695262132,3457.5,863,2160.25
travel.depth..SD.2019,0.990856660950784,0.999983966420484,0.0178849688107096,0.676768128206166,-0.0064010456600001,0.1467676168905,3457.5,864.5,2161
geodesic.depth..MAD.1013,0.945486059274044,0.999983966420484,0.0180365843586876,0.677803739414167,-0.0370690000000002,0.146576039227966,3457.5,871,2164.25
geodesic.depth..median.2030,0.863972477615134,0.999983966420484,0.0185102842891041,0.689274214430152,-0.0862849999999993,0.146267619420405,3457.5,879,2168.25
travel.depth..MAD.1009,0.935575636467444,0.999983966420484,0.0186337258847583,0.692295664971406,0.00287644999999981,0.146115834266717,3457.5,881,2169.25
travel.depth..25..2025,0.945486059274044,0.999983966420484,0.0192678237237802,0.708615219692744,-0.022355,-0.145070146202323,3457.5,890,2173.75
area.1002,0.427612554332048,0.777511680491216,0.134553855366477,1,-8.15980839999997,0.0930486365137526,1974,2383,2178.5
area.1020,0.427612554332048,0.777511680491216,0.126950373047356,1,-11.5871943,0.0948968381745384,1974,2383,2178.5
area.2002,0.427612554332048,0.777511680491216,0.100543016208653,1,-28.0042909,-0.102072227436591,1974,2383,2178.5
area.2018,0.427612554332048,0.777511680491216,0.124005156112488,1,-31.6440138,-0.0956357655923246,1974,2383,2178.5
area.2024,0.427612554332048,0.777511680491216,0.296905082128903,1,-33.1559508,-0.0649344814853679,1974,2383,2178.5
area.2028,0.427612554332048,0.777511680491216,0.146509347698611,1,-40.6794200999993,-0.090298526083955,1974,2383,2178.5
area.2031,0.427612554332048,0.777511680491216,0.239719349669957,1,-65.2175950000001,-0.0731678890740013,1974,2383,2178.5
travel.depth..median.1019,0.405797942263364,0.777511680491216,0.537972719906688,1,-0.0329299999999999,0.038667427264569,1974,2383,2178.5
travel.depth..SD.2010,0.427612554332048,0.777511680491216,0.065266012186081,1,-0.0424954522999998,0.114500209320329,1974,2383,2178.5
travel.depth..skew.2018,0.427612554332048,0.777511680491216,0.880877760443421,1,0.018441742819,-0.00933850488362981,1974,2383,2178.5
travel.depth..kurtosis.1023,0.427612554332048,0.777511680491216,0.0842349992617457,1,0.0342767721030001,-0.107288416085861,1974,2383,2178.5
travel.depth..kurtosis.1025,0.427612554332048,0.777511680491216,0.767328478500213,1,0.0164537905500002,-0.0184364238111108,1974,2383,2178.5
travel.depth..kurtosis.2027,0.427612554332048,0.777511680491216,0.184056939228395,1,0.0130215594900001,0.0826390236907638,1974,2383,2178.5
travel.depth..25..1019,0.420279979463223,0.777511680491216,0.721555620558628,1,0.01202,-0.0223805179311601,1974,2383,2178.5
geodesic.depth..MAD.2013,0.427612554332048,0.777511680491216,0.0451140007814889,1,-0.0352799999999998,0.12437378225342,1974,2383,2178.5
geodesic.depth..mean.2021,0.427612554332048,0.777511680491216,0.573134395597487,1,-0.18173595919,0.0351015094556413,1974,2383,2178.5
geodesic.depth..SD.1016,0.427612554332048,0.777511680491216,0.297868214838091,1,-0.12002568623,0.0648054254810524,1974,2383,2178.5
geodesic.depth..skew.1002,0.427612554332048,0.777511680491216,0.943296831815976,1,0.104307332079,-0.00443243284542811,1974,2383,2178.5
geodesic.depth..skew.1010,0.427612554332048,0.777511680491216,0.52285677761921,1,0.0512313819097,0.0398019454424708,1974,2383,2178.5
geodesic.depth..kurtosis.1002,0.427612554332048,0.777511680491216,0.87740899615697,1,0.050640562531,-0.0096125596917872,1974,2383,2178.5
geodesic.depth..kurtosis.2003,0.427612554332048,0.777511680491216,0.61183348261118,1,0.0178388598300001,-0.0316156774227508,1974,2383,2178.5
geodesic.depth..kurtosis.2009,0.427612554332048,0.777511680491216,0.633381814393923,1,0.0160650604699999,-0.0297172230648716,1974,2383,2178.5
geodesic.depth..kurtosis.2027,0.427612554332048,0.777511680491216,0.181225865918788,1,0.00948162747000003,0.0831736295296383,1974,2383,2178.5
geodesic.depth..kurtosis.2035,0.427612554332048,0.777511680491216,0.538865586509406,1,0.039962682252,-0.0382819751446886,1974,2383,2178.5
geodesic.depth..25..1008,0.427612554332048,0.777511680491216,0.152421718347499,1,-0.0128000000000001,0.0890013177201108,1974,2383,2178.5
geodesic.depth..25..1019,0.420279979463223,0.777511680491216,0.927290146176564,1,0.01202,-0.00573142565551457,1974,2383,2178.5
geodesic.depth..25..2002,0.416174348613556,0.777511680491216,0.234386766400349,1,0.01589375,-0.0744360773153965,1974,2383,2178.5
geodesic.depth..75..2005,0.427612554332048,0.777511680491216,0.351115641402554,1,-0.257849999999999,0.058057648687139,1974,2383,2178.5
mean.curvature..median.1019,0.40867051536857,0.777511680491216,0.914206725707181,1,0.032565,0.00676640936665305,1974,2383,2178.5
mean.curvature..median.2021,0.427612554332048,0.777511680491216,0.950621896009533,1,0.04142,0.00385905711909356,1974,2383,2178.5
mean.curvature..MAD.1011,0.427612554332048,0.777511680491216,0.966549964717558,1,0.0176000000000001,0.00261332863908307,1974,2383,2178.5
mean.curvature..MAD.2015,0.427612554332048,0.777511680491216,0.741874948641595,1,0.0192999999999999,0.020523487588701,1974,2383,2178.5
mean.curvature..SD.1010,0.427612554332048,0.777511680491216,0.0744958911770422,1,-0.02091683312,0.110804479275518,1974,2383,2178.5
mean.curvature..skew.1019,0.427612554332048,0.777511680491216,0.811497868622004,1,0.012796046445,-0.0148615694613914,1974,2383,2178.5
mean.curvature..skew.2011,0.427612554332048,0.777511680491216,0.191591261465485,1,0.019251973509,0.081245146040593,1974,2383,2178.5
mean.curvature..kurtosis.2003,0.427612554332048,0.777511680491216,0.816685743907113,1,0.0151237651030001,-0.0144450850984724,1974,2383,2178.5
mean.curvature..25..2021,0.427612554332048,0.777511680491216,0.347640167056288,1,0.0338499999999997,0.0584771547451519,1974,2383,2178.5
FreeSurfer.curvature..median.2021,0.427612554332048,0.777511680491216,0.257553976865594,1,0.0011169436948007,-0.0704677468889353,1974,2383,2178.5
FreeSurfer.curvature..SD.1006,0.427612554332048,0.777511680491216,0.938242754052735,1,0.00144278184300001,0.00482825984642762,1974,2383,2178.5
FreeSurfer.curvature..SD.1009,0.427612554332048,0.777511680491216,0.402464515620359,1,-0.000615527958999995,0.052138562258492,1974,2383,2178.5
FreeSurfer.curvature..SD.1012,0.427612554332048,0.777511680491216,0.83283366827979,1,-0.00045409214299999,-0.0131527330998437,1974,2383,2178.5
FreeSurfer.curvature..SD.2010,0.427612554332048,0.777511680491216,0.341124503679846,1,-0.000181276516000001,0.0592708369995624,1974,2383,2178.5
FreeSurfer.curvature..SD.2034,0.427612554332048,0.777511680491216,0.924313727485006,1,0.00146137297499999,-0.00592020983813176,1974,2383,2178.5
FreeSurfer.curvature..skew.2002,0.427612554332048,0.777511680491216,0.27551338619832,1,0.00819449272399997,0.067876090356007,1974,2383,2178.5
FreeSurfer.curvature..skew.2010,0.427612554332048,0.777511680491216,0.194346764417135,1,0.0181575044310001,-0.080745394837191,1974,2383,2178.5
FreeSurfer.curvature..skew.2034,0.427612554332048,0.777511680491216,0.466136540795046,1,-0.02672923418,0.0453924011503733,1974,2383,2178.5
FreeSurfer.curvature..kurtosis.1024,0.427612554332048,0.777511680491216,0.469308947244059,1,-0.020195104842,0.0450703638376322,1974,2383,2178.5
FreeSurfer.curvature..kurtosis.1028,0.427612554332048,0.777511680491216,0.914170523645895,1,0.090635340414,-0.00671649430792491,1974,2383,2178.5
FreeSurfer.curvature..kurtosis.2002,0.427612554332048,0.777511680491216,0.886730706491767,1,0.057568680565,-0.00887648830163924,1974,2383,2178.5
FreeSurfer.curvature..kurtosis.2022,0.427612554332048,0.777511680491216,0.282211748215908,1,-0.00129037169199997,0.0669389568020776,1974,2383,2178.5
FreeSurfer.curvature..25..2005,0.427612554332048,0.777511680491216,0.539262917721363,1,0.000704646110000012,-0.0382445407493582,1974,2383,2178.5
FreeSurfer.curvature..75..1002,0.402937405286751,0.777511680491216,0.920448614688465,1,0.00266080349680001,0.00627242463608128,1974,2383,2178.5
FreeSurfer.thickness..mean.2002,0.427612554332048,0.777511680491216,0.188383093341721,1,-0.0196441034800001,0.0818336627788775,1974,2383,2178.5
FreeSurfer.thickness..SD.1023,0.427612554332048,0.777511680491216,0.51308061672834,1,0.00751758616300002,0.0407418236636101,1974,2383,2178.5
FreeSurfer.thickness..SD.2011,0.427612554332048,0.777511680491216,0.752354210747859,1,0.00269813190900003,0.0196615985303258,1974,2383,2178.5
FreeSurfer.thickness..SD.2012,0.427612554332048,0.777511680491216,0.0629659273862247,1,0.00616753260299996,0.115487401779805,1974,2383,2178.5
FreeSurfer.thickness..kurtosis.2019,0.427612554332048,0.777511680491216,0.516299133680142,1,-0.024513778507,-0.0404313863964001,1974,2383,2178.5
FreeSurfer.thickness..kurtosis.2031,0.427612554332048,0.777511680491216,0.0525575387092651,1,-0.036500369601,-0.120365589745928,1974,2383,2178.5
FreeSurfer.convexity..sulc...median.1016,0.402420743649021,0.777511680491216,0.077212521540649,1,0.00786723941599998,0.110000497766349,1974,2383,2178.5
FreeSurfer.convexity..sulc...median.2012,0.427631424270169,0.777511680491216,0.972528651178945,1,-0.00869804434449997,-0.00216289701795017,1974,2383,2178.5
FreeSurfer.convexity..sulc...median.2013,0.427612554332048,0.777511680491216,0.500372681847551,1,0.00191414356199998,0.041977555919319,1974,2383,2178.5
FreeSurfer.convexity..sulc...MAD.1002,0.415904220875672,0.777511680491216,0.956100046824108,1,0.00457776384400002,0.00345742358016735,1974,2383,2178.5
FreeSurfer.convexity..sulc...mean.2014,0.427612554332048,0.777511680491216,0.757286982723963,1,-0.00892954930399997,0.0192571933899788,1974,2383,2178.5
FreeSurfer.convexity..sulc...mean.2019,0.427612554332048,0.777511680491216,0.445908103823833,1,0.00491553935400002,-0.0474751087627225,1974,2383,2178.5
FreeSurfer.convexity..sulc...SD.1017,0.427612554332048,0.777511680491216,0.355164085480784,1,0.00314404991400008,0.0575722675813631,1974,2383,2178.5
FreeSurfer.convexity..sulc...skew.1017,0.427612554332048,0.777511680491216,0.34600644292088,1,0.02700110869,0.0586752688841455,1974,2383,2178.5
FreeSurfer.convexity..sulc...skew.2002,0.427612554332048,0.777511680491216,0.734121739083205,1,0.043144671524,-0.0211636801037694,1974,2383,2178.5
FreeSurfer.convexity..sulc...kurtosis.1002,0.427612554332048,0.777511680491216,0.294193312529464,1,-0.0167805146410001,-0.0652993504541689,1974,2383,2178.5
FreeSurfer.convexity..sulc...kurtosis.1014,0.427612554332048,0.777511680491216,0.951006364913441,1,-0.030045011091,0.00382897187354565,1974,2383,2178.5
FreeSurfer.convexity..sulc...kurtosis.2008,0.427612554332048,0.777511680491216,0.454403829687208,1,0.00472513384100004,-0.0465940848606591,1974,2383,2178.5
FreeSurfer.convexity..sulc...kurtosis.2010,0.427612554332048,0.777511680491216,0.980405262911173,1,-0.040823181695,-0.00153057198734105,1974,2383,2178.5
FreeSurfer.convexity..sulc...25..1027,0.403889576769547,0.777511680491216,0.0340627092877184,1,0.006930619478,-0.132521816403557,1974,2383,2178.5
FreeSurfer.convexity..sulc...25..2020,0.410306066174894,0.777511680491216,0.866360428443875,1,0.00815185904549998,-0.0105900415783101,1974,2383,2178.5
FreeSurfer.convexity..sulc...75..1007,0.427612554332048,0.777511680491216,0.918639275822216,1,0.000798195601000001,0.00636555161654039,1974,2383,2178.5
LBS.1.1002,0.427612554332048,0.777511680491216,0.405554661169529,1,6.49633774271985e-07,-0.0517973830668673,1974,2383,2178.5
LBS.1.1005,0.427612554332048,0.777511680491216,0.643468117052357,1,1.90610155416184e-08,-0.0288380456724594,1974,2383,2178.5
LBS.1.1016,0.427612554332048,0.777511680491216,0.0632171865427893,1,2.69258870030089e-07,-0.115378134732814,1974,2383,2178.5
LBS.1.1034,0.427612554332048,0.777511680491216,0.891192725502392,1,1.16815898243831e-06,0.00852459487162551,1974,2383,2178.5
LBS.2.2031,0.427612554332048,0.777511680491216,0.730184707608384,1,2.39036002786058e-08,-0.0214896140669021,1974,2383,2178.5
LBS.3.1014,0.427612554332048,0.777511680491216,0.844485984503969,1,1.13732021092301e-07,0.0122236872385261,1974,2383,2178.5
LBS.3.2019,0.427612554332048,0.777511680491216,0.917309819043999,1,9.9900194967819e-07,0.0064699358314216,1974,2383,2178.5
LBS.3.2026,0.427612554332048,0.777511680491216,0.64013332475199,1,1.96756061191999e-06,0.0291280843924013,1974,2383,2178.5
LBS.3.2027,0.427612554332048,0.777511680491216,0.261410609289899,1,1.31940268805308e-08,-0.0699010096690783,1974,2383,2178.5
LBS.4.1002,0.427612554332048,0.777511680491216,0.573246631843495,1,4.16830402020837e-06,-0.0350912453958504,1974,2383,2178.5
LBS.4.1005,0.427612554332048,0.777511680491216,0.451096767055299,1,2.82764694494709e-07,-0.0469359221610345,1974,2383,2178.5
LBS.4.1016,0.427612554332048,0.777511680491216,0.0415684288657433,1,7.67320744292503e-07,-0.126481375547712,1974,2383,2178.5
LBS.4.1020,0.427612554332048,0.777511680491216,0.781572680424166,1,3.7582137918295e-07,-0.0172775302331537,1974,2383,2178.5
LBS.4.1025,0.427612554332048,0.777511680491216,0.0323125876321722,1,4.05995144900177e-08,0.132800910613294,1974,2383,2178.5
LBS.4.2023,0.427612554332048,0.777511680491216,0.213862962053231,1,7.69234431719363e-07,-0.0773455553288588,1974,2383,2178.5
LBS.5.1005,0.427612554332048,0.777511680491216,0.561364667997968,1,5.4830058654668e-07,-0.0361832068904052,1974,2383,2178.5
LBS.5.1016,0.427612554332048,0.777511680491216,0.0771455003479422,1,2.62480134900612e-06,-0.109812719294746,1974,2383,2178.5
LBS.5.1025,0.427612554332048,0.777511680491216,0.0540800212467176,1,5.75890735889036e-08,0.119604692872229,1974,2383,2178.5
LBS.5.1029,0.427612554332048,0.777511680491216,0.459604403479845,1,2.97921399248917e-08,0.0460593289768331,1974,2383,2178.5
LBS.5.2003,0.427612554332048,0.777511680491216,0.292052488805077,1,3.89577518948766e-07,-0.065588985009258,1974,2383,2178.5
LBS.5.2027,0.427612554332048,0.777511680491216,0.276220901639493,1,2.13697743558048e-09,-0.06777638198725,1974,2383,2178.5
LBS.5.2030,0.427612554332048,0.777511680491216,0.056573851963186,1,5.86887214187562e-08,-0.118395887888928,1974,2383,2178.5
LBS.6.1002,0.427612554332048,0.777511680491216,0.43306683507704,1,5.51406100425905e-06,-0.0488250434302906,1974,2383,2178.5
LBS.6.1010,0.427612554332048,0.777511680491216,0.0508115834757045,1,1.49280068164457e-06,-0.121261063017946,1974,2383,2178.5
LBS.6.2011,0.427612554332048,0.777511680491216,0.0475057717718679,1,1.29465272337881e-08,-0.123029229557203,1974,2383,2178.5
LBS.6.2020,0.427612554332048,0.777511680491216,0.207131031649549,1,5.45011512655333e-07,-0.0784919638696511,1974,2383,2178.5
LBS.7.1025,0.427612554332048,0.777511680491216,0.069339062885538,1,1.07855350838022e-07,0.112819933241975,1974,2383,2178.5
LBS.7.2013,0.427612554332048,0.777511680491216,0.0723222447162898,1,1.12713267379513e-07,-0.111639708364777,1974,2383,2178.5
LBS.7.2018,0.427612554332048,0.777511680491216,0.299026119290091,1,8.20900516909728e-07,-0.0646506372127264,1974,2383,2178.5
LBS.7.2021,0.427612554332048,0.777511680491216,0.608504459171508,1,7.53465600363742e-07,-0.0319115483742267,1974,2383,2178.5
LBS.8.1026,0.427612554332048,0.777511680491216,0.0487833889422961,1,1.12867745810037e-06,-0.122334055096916,1974,2383,2178.5
LBS.8.2014,0.427612554332048,0.777511680491216,0.122636084165098,1,6.31751369915204e-07,0.0959838943060052,1974,2383,2178.5
LBS.8.2021,0.427612554332048,0.777511680491216,0.461158589011038,1,1.39143743231932e-06,-0.045900173168952,1974,2383,2178.5
LBS.9.1005,0.427612554332048,0.777511680491216,0.978735430419394,1,6.61935049426294e-07,0.00166103441715373,1974,2383,2178.5
LBS.9.1022,0.427612554332048,0.777511680491216,0.393484829655564,1,6.69146673403841e-08,-0.0531389707123655,1974,2383,2178.5
Volume.1002,0.427612554332048,0.777511680491216,0.125418193845356,1,-45.1542999999999,0.0952795701306337,1974,2383,2178.5
Thickness.thickinthehead.1021,0.427612554332048,0.777511680491216,0.0423077265992077,1,-0.0072000000000001,0.126029777794677,1974,2383,2178.5
LBS.5.1012,0.990856660950784,0.999983966420484,0.0199556251247624,0.724950517293443,2.02561502153937e-08,-0.144264976177788,3457.5,901,2179.25
